word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,double_log_freq,participation_score
write,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-0.3311857142857142,5,1,write,0.009308510638297872,0.5617012295157272,0.13333333333333333
overestimate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-0.2114285714285714,12,1,overestimate,0.009308510638297872,0.5617012295157272,0.13333333333333333
underestimate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-0.1762428571428571,13,1,underestimate,0.009308510638297872,0.5617012295157272,0.13333333333333333
to,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,-0.1630833333333333,2,1,to,0.007978723404255319,0.5496051325127768,0.06666666666666667
by,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,6,0.0695333333333333,2,1,by,0.007978723404255319,0.5496051325127768,0.2
sum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-0.2493,3,1,sum,0.007978723404255319,0.5496051325127768,0.06666666666666667
estimate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-0.0719166666666666,8,1,estimate,0.007978723404255319,0.5496051325127768,0.13333333333333333
values,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.16076,6,1,values,0.006648936170212766,0.5343829898349378,0.13333333333333333
would,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,-0.0591999999999999,5,1,would,0.006648936170212766,0.5343829898349378,0.06666666666666667
that,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,5,5,-0.14332,4,1,that,0.006648936170212766,0.5343829898349378,0.4
then,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5,5,-0.03802,4,1,then,0.006648936170212766,0.5343829898349378,0.26666666666666666
or,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,0.03932,2,1,or,0.006648936170212766,0.5343829898349378,0.06666666666666667
use,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.24496,3,1,use,0.006648936170212766,0.5343829898349378,0.13333333333333333
nx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,-0.65252,2,0,nx,0.006648936170212766,0.5343829898349378,0.0
rectangle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.12248,9,1,rectangle,0.006648936170212766,0.5343829898349378,0.06666666666666667
gives,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,-0.296,5,1,gives,0.005319148936170213,0.5143212870569726,0.06666666666666667
in,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,4,-0.248475,2,1,in,0.005319148936170213,0.5143212870569726,0.26666666666666666
given,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0579,5,1,given,0.005319148936170213,0.5143212870569726,0.2
limit,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,-0.4593,5,1,limit,0.005319148936170213,0.5143212870569726,0.13333333333333333
summation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,-0.273725,9,1,summation,0.005319148936170213,0.5143212870569726,0.06666666666666667
give,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.135575,4,1,give,0.005319148936170213,0.5143212870569726,0.13333333333333333
be,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,-0.148,2,1,be,0.005319148936170213,0.5143212870569726,0.13333333333333333
following,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,9,1,following,0.005319148936170213,0.5143212870569726,0.2
this,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,3,-0.1784,4,1,this,0.003989361702127659,0.4860001779968491,0.26666666666666666
problems,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.5422333333333333,8,1,problems,0.003989361702127659,0.4860001779968491,0.06666666666666667
sums,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0206333333333333,4,1,sums,0.003989361702127659,0.4860001779968491,0.06666666666666667
are,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,-0.1339666666666666,3,1,are,0.003989361702127659,0.4860001779968491,0.13333333333333333
five,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.3314,4,1,five,0.003989361702127659,0.4860001779968491,0.13333333333333333
shows,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,5,1,shows,0.003989361702127659,0.4860001779968491,0.13333333333333333
sin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.4599666666666667,3,1,sin,0.003989361702127659,0.4860001779968491,0.13333333333333333
as,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.2041333333333333,2,1,as,0.003989361702127659,0.4860001779968491,0.06666666666666667
can,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,-0.2944666666666666,3,1,can,0.003989361702127659,0.4860001779968491,0.2
midpoint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.2944666666666666,8,1,midpoint,0.003989361702127659,0.4860001779968491,0.06666666666666667
graph,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.1807666666666666,5,1,graph,0.003989361702127659,0.4860001779968491,0.13333333333333333
if,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,-0.1973333333333333,2,1,if,0.003989361702127659,0.4860001779968491,0.13333333333333333
from,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0.0821,4,1,from,0.003989361702127659,0.4860001779968491,0.06666666666666667
rules,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.2944666666666666,5,1,rules,0.003989361702127659,0.4860001779968491,0.13333333333333333
we,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,-0.3646333333333333,2,1,we,0.003989361702127659,0.4860001779968491,0.06666666666666667
three,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.2944666666666666,5,1,three,0.003989361702127659,0.4860001779968491,0.13333333333333333
area,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,4,1,area,0.0026595744680851063,0.44123008568346517,0.06666666666666667
exercises,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,exercises,0.0026595744680851063,0.44123008568346517,0.13333333333333333
increasing,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.148,10,1,increasing,0.0026595744680851063,0.44123008568346517,0.13333333333333333
summations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.2716999999999999,10,1,summations,0.0026595744680851063,0.44123008568346517,0.06666666666666667
speed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,speed,0.0026595744680851063,0.44123008568346517,0.13333333333333333
racecar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,racecar,0.0026595744680851063,0.44123008568346517,0.06666666666666667
approximation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.4542,13,1,approximation,0.0026595744680851063,0.44123008568346517,0.06666666666666667
xn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.3062,2,0,xn,0.0026595744680851063,0.44123008568346517,0.0
width,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.3062,5,1,width,0.0026595744680851063,0.44123008568346517,0.06666666666666667
number,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0772,6,1,number,0.0026595744680851063,0.44123008568346517,0.13333333333333333
formula,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.2086,7,1,formula,0.0026595744680851063,0.44123008568346517,0.06666666666666667
idea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.20095,4,1,idea,0.0026595744680851063,0.44123008568346517,0.06666666666666667
odd,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.6124,3,1,odd,0.0026595744680851063,0.44123008568346517,0.06666666666666667
even,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.6124,4,1,even,0.0026595744680851063,0.44123008568346517,0.26666666666666666
on,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,2,-0.148,2,1,on,0.0026595744680851063,0.44123008568346517,0.2
since,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,-0.148,5,1,since,0.0026595744680851063,0.44123008568346517,0.13333333333333333
explain,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,explain,0.0026595744680851063,0.44123008568346517,0.06666666666666667
c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.148,1,1,c,0.0026595744680851063,0.44123008568346517,0.06666666666666667
what,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,2,0.0,4,1,what,0.0026595744680851063,0.44123008568346517,0.2
part,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.296,4,1,part,0.0026595744680851063,0.44123008568346517,0.2
ln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.3062,2,0,ln,0.0026595744680851063,0.44123008568346517,0.0
approximated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,12,1,approximated,0.0026595744680851063,0.44123008568346517,0.06666666666666667
lim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.3062,3,1,lim,0.0026595744680851063,0.44123008568346517,0.0
definition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.6124,10,1,definition,0.0026595744680851063,0.44123008568346517,0.06666666666666667
first,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,first,0.0026595744680851063,0.44123008568346517,0.2
function,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,function,0.0026595744680851063,0.44123008568346517,0.13333333333333333
approximate,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.2676,11,1,approximate,0.0026595744680851063,0.44123008568346517,0.13333333333333333
your,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,-0.296,4,1,your,0.0026595744680851063,0.44123008568346517,0.06666666666666667
you,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,-0.148,3,1,you,0.0026595744680851063,0.44123008568346517,0.06666666666666667
decreasing,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.296,10,1,decreasing,0.0026595744680851063,0.44123008568346517,0.13333333333333333
case,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.3062,4,1,case,0.0026595744680851063,0.44123008568346517,0.13333333333333333
some,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2,2,0.0,4,1,some,0.0026595744680851063,0.44123008568346517,0.26666666666666666
subintervals,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,12,1,subintervals,0.0026595744680851063,0.44123008568346517,0.06666666666666667
example,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,example,0.0026595744680851063,0.44123008568346517,0.06666666666666667
according,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,9,1,according,0.0013297872340425532,0.35279251707864995,0.13333333333333333
chosen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,6,1,chosen,0.0013297872340425532,0.35279251707864995,0.2
study,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.4019,5,1,study,0.0013297872340425532,0.35279251707864995,0.13333333333333333
extra,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.4019,5,1,extra,0.0013297872340425532,0.35279251707864995,0.2
where,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0772,5,1,where,0.0013297872340425532,0.35279251707864995,0.13333333333333333
here,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6124,4,1,here,0.0013297872340425532,0.35279251707864995,0.2
represents,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6124,10,1,represents,0.0013297872340425532,0.35279251707864995,0.06666666666666667
areas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,5,1,areas,0.0013297872340425532,0.35279251707864995,0.06666666666666667
form,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6124,4,1,form,0.0013297872340425532,0.35279251707864995,0.13333333333333333
has,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.6124,3,1,has,0.0013297872340425532,0.35279251707864995,0.06666666666666667
vertical,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,8,1,vertical,0.0013297872340425532,0.35279251707864995,0.13333333333333333
summing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,7,1,summing,0.0013297872340425532,0.35279251707864995,0.0
guide,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.4019,5,1,guide,0.0013297872340425532,0.35279251707864995,0.13333333333333333
parentheses,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.4019,11,1,parentheses,0.0013297872340425532,0.35279251707864995,0.06666666666666667
practice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.4019,8,1,practice,0.0013297872340425532,0.35279251707864995,0.13333333333333333
basic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,5,1,basic,0.0013297872340425532,0.35279251707864995,0.13333333333333333
way,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,3,1,way,0.0013297872340425532,0.35279251707864995,0.13333333333333333
approximating,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,13,1,approximating,0.0013297872340425532,0.35279251707864995,0.06666666666666667
variable,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4019,8,1,variable,0.0013297872340425532,0.35279251707864995,0.13333333333333333
means,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,5,1,means,0.0013297872340425532,0.35279251707864995,0.13333333333333333
giving,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.34,6,1,giving,0.0013297872340425532,0.35279251707864995,0.2
term,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.34,4,1,term,0.0013297872340425532,0.35279251707864995,0.13333333333333333
large,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.34,5,1,large,0.0013297872340425532,0.35279251707864995,0.2
describe,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.34,8,1,describe,0.0013297872340425532,0.35279251707864995,0.06666666666666667
lets,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.34,4,1,lets,0.0013297872340425532,0.35279251707864995,0.13333333333333333
us,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.34,2,1,us,0.0013297872340425532,0.35279251707864995,0.06666666666666667
notation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.34,8,1,notation,0.0013297872340425532,0.35279251707864995,0.06666666666666667
usually,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5423,7,1,usually,0.0013297872340425532,0.35279251707864995,0.06666666666666667
easy,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5423,4,1,easy,0.0013297872340425532,0.35279251707864995,0.13333333333333333
tell,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5423,4,1,tell,0.0013297872340425532,0.35279251707864995,0.13333333333333333
it,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.5423,2,1,it,0.0013297872340425532,0.35279251707864995,0.13333333333333333
over,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0.5423,4,1,over,0.0013297872340425532,0.35279251707864995,0.26666666666666666
true,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5423,4,1,true,0.0013297872340425532,0.35279251707864995,0.26666666666666666
particular,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.296,10,1,particular,0.0013297872340425532,0.35279251707864995,0.13333333333333333
whether,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.5423,7,1,whether,0.0013297872340425532,0.35279251707864995,0.06666666666666667
into,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.0,4,1,into,0.0013297872340425532,0.35279251707864995,0.06666666666666667
partitioning,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,12,1,partitioning,0.0013297872340425532,0.35279251707864995,0.13333333333333333
interval,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,8,1,interval,0.0013297872340425532,0.35279251707864995,0.06666666666666667
one,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0.0,3,1,one,0.0013297872340425532,0.35279251707864995,0.26666666666666666
recangle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,8,1,recangle,0.0013297872340425532,0.35279251707864995,0.0
common,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,6,1,common,0.0013297872340425532,0.35279251707864995,0.13333333333333333
most,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,4,1,most,0.0013297872340425532,0.35279251707864995,0.13333333333333333
find,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,4,1,find,0.0013297872340425532,0.35279251707864995,0.13333333333333333
these,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,5,1,these,0.0013297872340425532,0.35279251707864995,0.13333333333333333
so,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,2,1,so,0.0013297872340425532,0.35279251707864995,0.2
choosing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,8,1,choosing,0.0013297872340425532,0.35279251707864995,0.06666666666666667
called,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6124,6,1,called,0.0013297872340425532,0.35279251707864995,0.13333333333333333
simplest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6124,8,1,simplest,0.0013297872340425532,0.35279251707864995,0.0
all,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0.4019,3,1,all,0.0013297872340425532,0.35279251707864995,0.3333333333333333
together,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4019,8,1,together,0.0013297872340425532,0.35279251707864995,0.13333333333333333
hm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2,0,hm,0.0013297872340425532,0.35279251707864995,0.0
hsl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,3,1,hsl,0.0013297872340425532,0.35279251707864995,0.0
time,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,4,1,time,0.0013297872340425532,0.35279251707864995,0.13333333333333333
race,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,4,1,race,0.0013297872340425532,0.35279251707864995,0.13333333333333333
seconds,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,7,1,seconds,0.0013297872340425532,0.35279251707864995,0.13333333333333333
ten,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,3,1,ten,0.0013297872340425532,0.35279251707864995,0.13333333333333333
value,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.3818,5,1,value,0.0013297872340425532,0.35279251707864995,0.13333333333333333
y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.3818,1,1,y,0.0013297872340425532,0.35279251707864995,0.06666666666666667
figure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,6,1,figure,0.0013297872340425532,0.35279251707864995,0.13333333333333333
add,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4019,3,1,add,0.0013297872340425532,0.35279251707864995,0.13333333333333333
compute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4019,7,1,compute,0.0013297872340425532,0.35279251707864995,0.0
between,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4019,7,1,between,0.0013297872340425532,0.35279251707864995,0.13333333333333333
takes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4019,5,1,takes,0.0013297872340425532,0.35279251707864995,0.13333333333333333
indicated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0772,9,1,indicated,0.0013297872340425532,0.35279251707864995,0.06666666666666667
four,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,4,1,four,0.0013297872340425532,0.35279251707864995,0.13333333333333333
sl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2,0,sl,0.0013297872340425532,0.35279251707864995,0.0
will,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-0.296,4,1,will,0.0013297872340425532,0.35279251707864995,0.2
last,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,4,1,last,0.0013297872340425532,0.35279251707864995,0.26666666666666666
midpoints,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,9,1,midpoints,0.0013297872340425532,0.35279251707864995,0.06666666666666667
suppose,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6124,7,1,suppose,0.0013297872340425532,0.35279251707864995,0.06666666666666667
traveled,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,8,1,traveled,0.0013297872340425532,0.35279251707864995,0.06666666666666667
distance,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,8,1,distance,0.0013297872340425532,0.35279251707864995,0.13333333333333333
expect,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.296,6,1,expect,0.0013297872340425532,0.35279251707864995,0.06666666666666667
table,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,5,1,table,0.0013297872340425532,0.35279251707864995,0.13333333333333333
approximates,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.8225,12,1,approximates,0.0013297872340425532,0.35279251707864995,0.06666666666666667
evaluate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,8,1,evaluate,0.0013297872340425532,0.35279251707864995,0.06666666666666667
data,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,4,1,data,0.0013297872340425532,0.35279251707864995,0.06666666666666667
limn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,4,1,limn,0.0013297872340425532,0.35279251707864995,0.0
roughly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,7,1,roughly,0.0013297872340425532,0.35279251707864995,0.06666666666666667
answers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,7,1,answers,0.0013297872340425532,0.35279251707864995,0.13333333333333333
m,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1,1,m,0.0013297872340425532,0.35279251707864995,0.06666666666666667
appears,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.296,7,1,appears,0.0013297872340425532,0.35279251707864995,0.06666666666666667
